emulator,label,build,metric,runs,mean_ticks_avg,mean_ticks_min,mean_ticks_max,mean_ticks_stdev,total_ticks_spread_percent,over_budget_total,all_pass,checksum_set,status_set
melonds,length,bench-nds-hw-arm-backport-length,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,frame_total,2,556431.00,556431,556431,0.00,0.000000,456,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,hit_test,2,1586.00,1586,1586,0.00,0.000000,0,1,d82df0ac,124
melonds,length,bench-nds-hw-arm-backport-length,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
melonds,length,bench-nds-hw-arm-backport-length,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
melonds,length,bench-nds-hw-arm-backport-length,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,physics_step,2,118992.00,118992,118992,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,render_begin,2,529.00,529,529,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,render_canvas,2,436648.00,436648,436648,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,render_end,2,35.00,35,35,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,render_frame,2,437292.00,437292,437292,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
melonds,length,bench-nds-hw-arm-backport-length,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
melonds,length,bench-nds-hw-arm-backport-length,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
melonds,length,bench-nds-hw-arm-backport-length,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
melonds,length,bench-nds-hw-arm-backport-length,timer_read_overhead_ticks,2,13.00,13,13,0.00,0.000000,0,1,00000000,124
melonds,length,bench-nds-hw-arm-backport-length,touch_create_and_drag,2,6232.00,6232,6232,0.00,0.000000,0,1,d8635f64,124
melonds,length,bench-nds-hw-arm-backport-length,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_total,2,556345.00,556345,556345,0.00,0.000000,456,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test,2,1622.00,1622,1622,0.00,0.000000,0,1,d82df0ac,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,physics_step,2,122811.00,122811,122811,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,render_begin,2,529.00,529,529,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,render_canvas,2,432748.00,432748,432748,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,render_end,2,34.00,34,34,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,render_frame,2,433390.00,433390,433390,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,touch_create_and_drag,2,6588.00,6588,6588,0.00,0.000000,0,1,d8635f64,124
melonds,physics-itcm,bench-nds-hw-arm-physics-itcm,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,frame_total,2,556411.00,556411,556411,0.00,0.000000,462,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,hit_test,2,1579.00,1579,1579,0.00,0.000000,0,1,d82df0ac,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,physics_step,2,130605.00,130605,130605,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,render_begin,2,526.00,526,526,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,render_canvas,2,425017.00,425017,425017,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,render_end,2,36.00,36,36,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,render_frame,2,425660.00,425660,425660,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,touch_create_and_drag,2,6614.00,6614,6614,0.00,0.000000,0,1,d8635f64,124
melonds,reciprocal,bench-nds-hw-arm-reciprocal,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,frame_total,2,556033.00,556033,556033,0.00,0.000000,456,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test,2,1593.00,1593,1593,0.00,0.000000,0,1,d82df0ac,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,physics_step,2,111042.00,111042,111042,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,render_begin,2,536.00,536,536,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,render_canvas,2,444193.00,444193,444193,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,render_end,2,34.00,34,34,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,render_frame,2,444844.00,444844,444844,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,touch_create_and_drag,2,6246.00,6246,6246,0.00,0.000000,0,1,d8635f64,124
melonds,selected,bench-nds-hw-arm-combined-physics-itcm,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
melonds,software-control,bench-improved-lto,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
melonds,software-control,bench-improved-lto,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
melonds,software-control,bench-improved-lto,frame_over_1pct_count,2,71.00,71,71,0.00,0.000000,0,0,f49066a8,124
melonds,software-control,bench-improved-lto,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,frame_total,2,601278.00,601278,601278,0.00,0.000000,438,1,f49066a8,124
melonds,software-control,bench-improved-lto,hit_test,2,1381.00,1381,1381,0.00,0.000000,0,1,d82df0ac,124
melonds,software-control,bench-improved-lto,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
melonds,software-control,bench-improved-lto,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
melonds,software-control,bench-improved-lto,line_quads_rendered,2,22488.00,22488,22488,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,physics_step,2,417160.00,417160,417160,0.00,0.000000,114,1,f49066a8,124
melonds,software-control,bench-improved-lto,render_begin,2,537.00,537,537,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,render_canvas,2,183345.00,183345,183345,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,render_end,2,35.00,35,35,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,render_frame,2,183996.00,183996,183996,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
melonds,software-control,bench-improved-lto,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
melonds,software-control,bench-improved-lto,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
melonds,software-control,bench-improved-lto,things_final,2,27.00,27,27,0.00,0.000000,0,1,f49066a8,124
melonds,software-control,bench-improved-lto,timer_read_overhead_ticks,2,15.00,15,15,0.00,0.000000,0,1,00000000,124
melonds,software-control,bench-improved-lto,touch_create_and_drag,2,9210.00,9210,9210,0.00,0.000000,0,1,d8635f64,124
melonds,software-control,bench-improved-lto,visible_things_rendered,2,5152.00,5152,5152,0.00,0.000000,0,1,f49066a8,124
