emulator,label,build,metric,runs,mean_ticks_avg,mean_ticks_min,mean_ticks_max,mean_ticks_stdev,total_ticks_spread_percent,over_budget_total,all_pass,checksum_set,status_set
desmume,length,bench-nds-hw-arm-backport-length,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
desmume,length,bench-nds-hw-arm-backport-length,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
desmume,length,bench-nds-hw-arm-backport-length,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,physics_step,2,193879.00,193879,193879,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,render_begin,2,959.00,959,959,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,render_canvas,2,360926.00,360926,360926,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,render_end,2,157.00,157,157,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,render_frame,2,362383.00,362383,362383,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
desmume,length,bench-nds-hw-arm-backport-length,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
desmume,length,bench-nds-hw-arm-backport-length,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
desmume,length,bench-nds-hw-arm-backport-length,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
desmume,length,bench-nds-hw-arm-backport-length,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
desmume,length,bench-nds-hw-arm-backport-length,touch_create_and_drag,2,10381.00,10381,10381,0.00,0.000000,0,1,d8635f64,124
desmume,length,bench-nds-hw-arm-backport-length,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,frame_total,2,556589.00,556589,556589,0.00,0.000000,456,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test,2,1821.00,1821,1821,0.00,0.000000,0,1,d82df0ac,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,physics_step,2,201829.00,201829,201829,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,render_begin,2,1018.00,1018,1018,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,render_canvas,2,352697.00,352697,352697,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,render_end,2,130.00,130,130,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,render_frame,2,354163.00,354163,354163,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,touch_create_and_drag,2,10982.00,10982,10982,0.00,0.000000,0,1,d8635f64,124
desmume,physics-itcm,bench-nds-hw-arm-physics-itcm,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,frame_total,2,556833.00,556833,556833,0.00,0.000000,456,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,hit_test,2,1755.00,1755,1755,0.00,0.000000,0,1,d82df0ac,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,physics_step,2,219511.00,219511,219511,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,render_begin,2,989.00,989,989,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,render_canvas,2,335257.00,335257,335257,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,render_end,2,149.00,149,149,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,render_frame,2,336737.00,336737,336737,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,timer_read_overhead_ticks,2,13.00,13,13,0.00,0.000000,0,1,00000000,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,touch_create_and_drag,2,10808.00,10808,10808,0.00,0.000000,0,1,d8635f64,124
desmume,reciprocal,bench-nds-hw-arm-reciprocal,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,frame_over_1pct_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,frame_total,2,556372.00,556372,556372,0.00,0.000000,456,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test,2,1857.00,1857,1857,0.00,0.000000,0,1,d82df0ac,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,line_quads_rendered,2,22549.00,22549,22549,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,physics_step,2,181913.00,181913,181913,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,render_begin,2,999.00,999,999,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,render_canvas,2,372422.00,372422,372422,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,render_end,2,83.00,83,83,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,render_frame,2,373863.00,373863,373863,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,things_final,2,27.00,27,27,0.00,0.000000,0,1,8c4d9050,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,timer_read_overhead_ticks,2,13.00,13,13,0.00,0.000000,0,1,00000000,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,touch_create_and_drag,2,10259.00,10259,10259,0.00,0.000000,0,1,d8635f64,124
desmume,selected,bench-nds-hw-arm-combined-physics-itcm,visible_things_rendered,2,5166.00,5166,5166,0.00,0.000000,0,1,8c4d9050,124
desmume,software-control,bench-improved-lto,behavior_pass,2,1.00,1,1,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,benchmark_started,2,1.00,1,1,0.00,0.000000,0,1,00000000,124
desmume,software-control,bench-improved-lto,file_output_ready,2,0.00,0,0,0.00,0.000000,0,1,00000000,124
desmume,software-control,bench-improved-lto,frame_over_1pct_count,2,92.00,92,92,0.00,0.000000,0,0,f49066a8,124
desmume,software-control,bench-improved-lto,frame_over_2x_count,2,0.00,0,0,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,frame_total,2,657177.00,657177,657177,0.00,0.000000,440,1,f49066a8,124
desmume,software-control,bench-improved-lto,hit_test,2,1756.00,1756,1756,0.00,0.000000,0,1,d82df0ac,124
desmume,software-control,bench-improved-lto,hit_test_heap_delta_bytes,2,0.00,0,0,0.00,0.000000,0,1,d82df0ac,124
desmume,software-control,bench-improved-lto,hit_test_heap_fixed_pass,2,1.00,1,1,0.00,0.000000,0,1,d82df0ac,124
desmume,software-control,bench-improved-lto,line_quads_rendered,2,22488.00,22488,22488,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,overall_pass,2,1.00,1,1,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,physics_step,2,539349.00,539349,539349,0.00,0.000000,168,1,f49066a8,124
desmume,software-control,bench-improved-lto,render_begin,2,1024.00,1024,1024,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,render_canvas,2,115716.00,115716,115716,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,render_end,2,148.00,148,148,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,render_frame,2,117228.00,117228,117228,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,scene_position_sum_x,2,2995.00,2995,2995,0.00,0.000000,0,1,d8635f64,124
desmume,software-control,bench-improved-lto,scene_position_sum_y,2,1943.00,1943,1943,0.00,0.000000,0,1,d8635f64,124
desmume,software-control,bench-improved-lto,scene_things_created,2,27.00,27,27,0.00,0.000000,0,1,d8635f64,124
desmume,software-control,bench-improved-lto,things_final,2,27.00,27,27,0.00,0.000000,0,1,f49066a8,124
desmume,software-control,bench-improved-lto,timer_read_overhead_ticks,2,14.00,14,14,0.00,0.000000,0,1,00000000,124
desmume,software-control,bench-improved-lto,touch_create_and_drag,2,13350.00,13350,13350,0.00,0.000000,0,1,d8635f64,124
desmume,software-control,bench-improved-lto,visible_things_rendered,2,5152.00,5152,5152,0.00,0.000000,0,1,f49066a8,124
